number,value,duration,params_dropout,params_hidden_dim,params_look_back,state
29,0.2273205667734146,0 days 00:00:15.694622,0.4,224,12,COMPLETE
30,0.2288931906223297,0 days 00:00:08.024336,0.2,192,8,COMPLETE
31,0.20694313943386078,0 days 00:00:12.914153,0.45,144,8,COMPLETE
32,0.2161945104598999,0 days 00:00:14.144712,0.45,160,12,COMPLETE
33,0.21308040618896484,0 days 00:00:15.070163,0.45,96,4,COMPLETE
34,0.2216571569442749,0 days 00:00:13.786967,0.4,128,8,COMPLETE
35,0.21088320016860962,0 days 00:00:13.937127,0.5,192,16,COMPLETE
36,0.22126534581184387,0 days 00:00:12.303544,0.1,240,8,COMPLETE
37,0.21145719289779663,0 days 00:00:12.823569,0.35000000000000003,112,16,COMPLETE
38,0.2169346809387207,0 days 00:00:13.382063,0.4,160,12,COMPLETE
39,0.22314319014549255,0 days 00:00:13.320166,0.15000000000000002,64,4,COMPLETE
40,0.21561764180660248,0 days 00:00:14.024702,0.1,208,8,COMPLETE
41,0.2170947939157486,0 days 00:00:13.573874,0.45,144,8,COMPLETE
42,0.21771535277366638,0 days 00:00:13.021958,0.45,144,8,COMPLETE
43,0.2358236014842987,0 days 00:00:11.534861,0.5,96,12,COMPLETE
44,0.20403769612312317,0 days 00:00:13.442164,0.45,176,4,COMPLETE
45,0.2178802192211151,0 days 00:00:13.352586,0.4,176,4,COMPLETE
46,0.21286077797412872,0 days 00:00:14.719232,0.30000000000000004,224,4,COMPLETE
47,0.21453198790550232,0 days 00:00:14.082712,0.4,176,4,COMPLETE
48,0.2070092409849167,0 days 00:00:13.520627,0.25,192,24,COMPLETE
49,0.21150687336921692,0 days 00:00:13.512222,0.5,208,16,COMPLETE
50,0.20082040131092072,0 days 00:00:14.638557,0.35000000000000003,256,4,COMPLETE
51,0.20281624794006348,0 days 00:00:14.983573,0.35000000000000003,256,4,COMPLETE
52,0.2125261127948761,0 days 00:00:15.607964,0.35000000000000003,256,4,COMPLETE
53,0.21312153339385986,0 days 00:00:15.530640,0.25,240,4,COMPLETE
54,0.2062777727842331,0 days 00:00:15.693349,0.35000000000000003,256,4,COMPLETE
55,0.202888622879982,0 days 00:00:16.867834,0.35000000000000003,256,4,COMPLETE
56,0.21497748792171478,0 days 00:00:17.176671,0.35000000000000003,256,4,COMPLETE
57,0.2034817785024643,0 days 00:00:16.791929,0.30000000000000004,256,4,COMPLETE
58,0.21597151458263397,0 days 00:00:16.547908,0.30000000000000004,240,4,COMPLETE
59,0.22340509295463562,0 days 00:00:13.611861,0.25,256,4,COMPLETE
60,0.2040385603904724,0 days 00:00:16.650590,0.30000000000000004,240,4,COMPLETE
61,0.20559512078762054,0 days 00:00:16.175619,0.30000000000000004,240,4,COMPLETE
62,0.23660363256931305,0 days 00:00:14.250267,0.30000000000000004,224,4,COMPLETE
63,0.20613199472427368,0 days 00:00:14.809661,0.35000000000000003,256,4,COMPLETE
64,0.21854831278324127,0 days 00:00:18.021971,0.35000000000000003,240,4,COMPLETE
65,0.2102939784526825,0 days 00:00:15.329110,0.30000000000000004,240,4,COMPLETE
66,0.20433329045772552,0 days 00:00:17.698342,0.25,224,4,COMPLETE
67,0.20202958583831787,0 days 00:00:15.827446,0.4,256,4,COMPLETE
68,0.22152236104011536,0 days 00:00:13.914356,0.4,256,4,COMPLETE
69,0.2092847228050232,0 days 00:00:14.459133,0.4,256,4,COMPLETE
70,0.20903092622756958,0 days 00:00:13.047193,0.35000000000000003,224,8,COMPLETE
71,0.23817379772663116,0 days 00:00:25.829859,0.35000000000000003,16,4,COMPLETE
72,0.20662853121757507,0 days 00:00:14.353710,0.30000000000000004,240,4,COMPLETE
73,0.20850342512130737,0 days 00:00:13.835772,0.2,256,4,COMPLETE
74,0.2202567756175995,0 days 00:00:14.771661,0.4,240,4,COMPLETE
75,0.232471764087677,0 days 00:00:16.090098,0.35000000000000003,256,4,COMPLETE
76,0.1971333771944046,0 days 00:00:17.176375,0.30000000000000004,224,4,COMPLETE
77,0.21449340879917145,0 days 00:00:11.801711,0.4,224,8,COMPLETE
78,0.21174558997154236,0 days 00:00:16.009884,0.25,208,4,COMPLETE
79,0.1992557793855667,0 days 00:00:12.841063,0.35000000000000003,224,20,COMPLETE
80,0.18152104318141937,0 days 00:00:11.131480,0.30000000000000004,224,24,COMPLETE
81,0.2104787677526474,0 days 00:00:13.616667,0.30000000000000004,224,24,COMPLETE
82,0.22346924245357513,0 days 00:00:14.895232,0.30000000000000004,240,20,COMPLETE
83,0.2535240948200226,0 days 00:00:09.276456,0.35000000000000003,224,20,COMPLETE
84,0.20525774359703064,0 days 00:00:14.672486,0.2,208,24,COMPLETE
85,0.24522501230239868,0 days 00:00:08.773910,0.35000000000000003,208,24,COMPLETE
86,0.22253626585006714,0 days 00:00:13.383693,0.25,256,20,COMPLETE
87,0.21547894179821014,0 days 00:00:12.405184,0.35000000000000003,240,20,COMPLETE
88,0.23880872130393982,0 days 00:00:13.793212,0.30000000000000004,256,24,COMPLETE
89,0.21988248825073242,0 days 00:00:14.752486,0.15000000000000002,224,16,COMPLETE
90,0.2131514549255371,0 days 00:00:12.885880,0.35000000000000003,240,8,COMPLETE
91,0.22898158431053162,0 days 00:00:10.102229,0.45,192,4,COMPLETE
92,0.2129785418510437,0 days 00:00:17.674740,0.4,208,4,COMPLETE
93,0.22087933123111725,0 days 00:00:15.204406,0.30000000000000004,256,4,COMPLETE
94,0.2025652974843979,0 days 00:00:13.733589,0.35000000000000003,240,4,COMPLETE
95,0.21117426455020905,0 days 00:00:13.714895,0.35000000000000003,240,4,COMPLETE
96,0.225371316075325,0 days 00:00:09.888080,0.35000000000000003,256,24,COMPLETE
97,0.2061038464307785,0 days 00:00:15.525894,0.30000000000000004,224,4,COMPLETE
98,0.2141568660736084,0 days 00:00:15.866709,0.4,240,4,COMPLETE
99,0.20789538323879242,0 days 00:00:13.825767,0.30000000000000004,256,8,COMPLETE
