shp,spei,model,dec,period,r2,mape,mae,rmse,mse
shp-6,spei-12,TCN,EEMD,train,0.935317568,196.7613339,0.16325581,0.2284772,0.05220183
shp-6,spei-12,TCN,EEMD,val,0.906134374,46.98483348,0.21187904,0.26736826,0.07148579
shp-6,spei-12,TCN,None,test,0.350925803,48.99701476,0.46976456,0.60192215,0.36231026
shp-6,spei-12,TCN,None,train,0.821879789,165.2551532,0.26065558,0.37914583,0.14375156
shp-6,spei-12,TCN,None,val,0.774460524,57.11550117,0.3071003,0.4144459,0.1717654
shp-6,spei-12,TCN,VMD,test,0.635635763,49.8155117,0.3547858,0.45098388,0.20338646
shp-6,spei-12,TCN,VMD,train,0.909810409,148.3804345,0.19601625,0.26979128,0.07278734
shp-6,spei-12,TCN,VMD,val,0.871851474,43.56733561,0.2468026,0.31240168,0.09759482
shp-6,spei-3,LSTM,EEMD,test,0.769224763,116.5832877,0.40348282,0.5381627,0.28961912
shp-6,spei-3,LSTM,EEMD,train,0.853522435,123.8776922,0.28322938,0.3556138,0.12646118
shp-6,spei-3,LSTM,EEMD,val,0.840186939,92.00699329,0.28234842,0.36503527,0.13325074
shp-6,spei-3,LSTM,None,test,0.158363283,126.2426734,0.72822237,1.0277355,1.0562402
shp-6,spei-3,LSTM,None,train,0.399620712,186.7975473,0.5646265,0.71995586,0.5183365
shp-6,spei-3,LSTM,None,val,0.333354771,144.2711473,0.5863449,0.74554884,0.55584306
shp-6,spei-3,LSTM,VMD,test,0.597824097,191.5043831,0.568544,0.7104394,0.50472414
shp-6,spei-3,LSTM,VMD,train,0.700496942,162.4289036,0.39298594,0.50850314,0.25857547
shp-6,spei-3,LSTM,VMD,val,0.615165979,258.2389832,0.43446693,0.566455,0.32087126
shp-6,spei-3,RNN,EEMD,test,0.816147014,98.20861816,0.3461289,0.4803462,0.23073249
shp-6,spei-3,RNN,EEMD,train,0.848070756,128.1088471,0.28397003,0.36217105,0.13116787
shp-6,spei-3,RNN,EEMD,val,0.825664043,98.74546528,0.29761565,0.3812608,0.14535981
shp-6,spei-3,RNN,None,test,0.175561965,114.2787099,0.710509,1.0171804,1.0346562
shp-6,spei-3,RNN,None,train,0.447796047,169.1020727,0.5428771,0.6904668,0.4767444
shp-6,spei-3,RNN,None,val,0.301989794,186.0792756,0.5932493,0.76288587,0.58199483
shp-6,spei-3,RNN,VMD,test,0.63901788,167.0868278,0.5344063,0.6730725,0.45302665
shp-6,spei-3,RNN,VMD,train,0.733689517,154.7721624,0.3730342,0.47949842,0.22991873
shp-6,spei-3,RNN,VMD,val,0.714316279,205.4754972,0.37188432,0.488058,0.2382006
shp-6,spei-3,TCN,EEMD,test,0.662850559,135.4699492,0.48829353,0.6504744,0.423117
shp-6,spei-3,TCN,EEMD,train,0.775733411,119.044888,0.3458154,0.44002295,0.19362019
shp-6,spei-3,TCN,EEMD,val,0.754887834,104.0264845,0.3415239,0.45207566,0.2043724
shp-6,spei-3,TCN,None,test,0.196356058,118.9118266,0.7280956,1.0042708,1.00856
shp-6,spei-3,TCN,None,train,0.402496755,181.0492158,0.564038,0.7182294,0.51585346
shp-6,spei-3,TCN,None,val,0.29927516,140.4400468,0.59639025,0.76436794,0.5842583
shp-6,spei-3,TCN,VMD,test,0.562886953,154.3584466,0.5867838,0.7406549,0.5485697
shp-6,spei-3,TCN,VMD,train,0.693297625,142.7655697,0.40733534,0.51457846,0.264791
shp-6,spei-3,TCN,VMD,val,0.599870592,196.5659499,0.43966806,0.5776023,0.33362445
shp-6,spei-6,LSTM,EEMD,test,0.769984797,79.84079719,0.34636024,0.46818873,0.21920069
shp-6,spei-6,LSTM,EEMD,train,0.898069173,96.21965289,0.23469783,0.298307,0.08898706
shp-6,spei-6,LSTM,EEMD,val,0.77229394,75.36689043,0.3565486,0.45650154,0.20839365
shp-6,spei-6,LSTM,None,test,0.168208838,83.36495757,0.7228963,0.8903276,0.7926832
shp-6,spei-6,LSTM,None,train,0.548317373,173.189199,0.48751077,0.6279533,0.39432535
shp-6,spei-6,LSTM,None,val,0.335462809,111.2850785,0.6001831,0.7798563,0.6081759
shp-6,spei-6,LSTM,VMD,test,0.520118535,85.37991047,0.5472762,0.67625374,0.4573191
shp-6,spei-6,LSTM,VMD,train,0.735495001,146.3964105,0.37594977,0.48053783,0.23091662
shp-6,spei-6,LSTM,VMD,val,0.67755872,87.44520545,0.43666887,0.54322565,0.2950941
shp-6,spei-6,RNN,EEMD,test,0.889906347,56.58257604,0.23715913,0.3239096,0.10491743
shp-6,spei-6,RNN,EEMD,train,0.930180781,89.10287619,0.19111884,0.24688695,0.06095317
shp-6,spei-6,RNN,EEMD,val,0.874740645,68.27511191,0.25846347,0.33857903,0.11463575
shp-6,spei-6,RNN,None,test,0.219569564,83.82198215,0.6843226,0.862402,0.7437373
shp-6,spei-6,RNN,None,train,0.608074099,152.4634957,0.45101947,0.58494174,0.34215686
shp-6,spei-6,RNN,None,val,0.408658028,106.7424059,0.55159956,0.7356552,0.54118854
shp-6,spei-6,RNN,VMD,test,0.519357979,81.66615963,0.54841524,0.6767894,0.4580439
shp-6,spei-6,RNN,VMD,train,0.814444706,142.5634623,0.30665264,0.4024828,0.1619924
shp-6,spei-6,RNN,VMD,val,0.712963641,87.2176826,0.41058743,0.51253486,0.26269197
shp-6,spei-6,TCN,EEMD,test,0.760688916,88.830477,0.39140105,0.47755578,0.22805952
shp-6,spei-6,TCN,EEMD,train,0.886290304,89.74924684,0.24514203,0.3150717,0.09927018
shp-6,spei-6,TCN,EEMD,val,0.775581956,83.63625407,0.32735065,0.45319366,0.2053845
shp-6,spei-6,TCN,None,test,0,102.6232958,0.8532503,1.0308133,1.0625762
shp-6,spei-6,TCN,None,train,0.540077239,184.1941118,0.48847103,0.63365537,0.40151912
shp-6,spei-6,TCN,None,val,0.31966114,110.3576064,0.6069071,0.78907377,0.6226374
shp-6,spei-6,TCN,VMD,test,0.395225286,72.48083949,0.5932892,0.7591708,0.57634026
shp-6,spei-6,TCN,VMD,train,0.706296653,159.6742749,0.39117986,0.50636667,0.2564072
shp-6,spei-6,TCN,VMD,val,0.575054228,100.6425619,0.4736502,0.6236224,0.3889049
shp-6,spei-9,LSTM,EEMD,test,0.871880829,30.93388081,0.23097391,0.29509768,0.08708263
shp-6,spei-9,LSTM,EEMD,train,0.954023927,156.9038153,0.15101852,0.19786555,0.039150774
shp-6,spei-9,LSTM,EEMD,val,0.856865406,50.97675323,0.25303093,0.3430941,0.11771357
shp-6,spei-9,LSTM,None,test,0.028339386,77.11420059,0.6985089,0.8126734,0.660438
shp-6,spei-9,LSTM,None,train,0.686378658,285.1326942,0.37960994,0.5167816,0.26706323
shp-6,spei-9,LSTM,None,val,0.421688616,110.9622478,0.56226856,0.68963903,0.475602
shp-6,spei-9,LSTM,VMD,test,0.396048605,79.95844483,0.55910516,0.6407074,0.41050592
shp-6,spei-9,LSTM,VMD,train,0.875907481,246.7485905,0.24615909,0.3250701,0.105670586
shp-6,spei-9,LSTM,VMD,val,0.750390947,77.84466743,0.36324516,0.4530761,0.20527793
shp-6,spei-9,RNN,EEMD,test,0.930894546,25.58914721,0.17711331,0.21672793,0.046970997
shp-6,spei-9,RNN,EEMD,train,0.963292535,117.3649073,0.13656075,0.17679967,0.031258125
shp-6,spei-9,RNN,EEMD,val,0.898208022,54.24757004,0.22464848,0.28933284,0.083713494
shp-6,spei-9,RNN,None,test,0.235712469,67.22803116,0.6033409,0.7207541,0.5194865
shp-6,spei-9,RNN,None,train,0.734657645,219.2327499,0.3415501,0.47534347,0.22595142
shp-6,spei-9,RNN,None,val,0.520958602,105.1740408,0.48941463,0.6276644,0.39396256
shp-6,spei-9,RNN,VMD,test,0.608872116,61.30670905,0.43054608,0.51560616,0.26584974
shp-6,spei-9,RNN,VMD,train,0.881368503,134.4142675,0.23904519,0.31783685,0.10102027
shp-6,spei-9,RNN,VMD,val,0.82159017,57.05451965,0.29345885,0.3830455,0.14672385
shp-6,spei-9,TCN,EEMD,test,0,137.6538634,1.0934118,1.2102591,1.4647269
shp-6,spei-9,TCN,EEMD,train,0.719938368,151.7676592,0.37736708,0.48834985,0.23848559
shp-6,spei-9,TCN,EEMD,val,0.241098821,108.5376382,0.6883374,0.79001176,0.6241186
shp-6,spei-9,TCN,None,test,0.154653549,67.21887589,0.6213874,0.758012,0.5745822
shp-6,spei-9,TCN,None,train,0.711196661,189.2653346,0.3481706,0.49591285,0.24592955
shp-6,spei-9,TCN,None,val,0.509051114,111.9188786,0.4840289,0.6354174,0.40375528
shp-6,spei-9,TCN,VMD,test,0.472029209,50.06146431,0.473999,0.5990508,0.3588619
shp-6,spei-9,TCN,VMD,train,0.820519283,287.1291637,0.29073277,0.39094272,0.15283622
shp-6,spei-9,TCN,VMD,val,0.720071554,89.69302177,0.37132177,0.47980466,0.23021251
shp-7,spei-1,LSTM,EEMD,test,0.453834236,127.2055984,0.65602237,0.8382521,0.7026666
shp-7,spei-1,LSTM,EEMD,train,0.679798216,379.9973011,0.42511508,0.5299121,0.28080687
shp-7,spei-1,LSTM,EEMD,val,0.618502319,238.551116,0.45450225,0.53982824,0.29141453
shp-7,spei-1,LSTM,None,test,0,123.1097102,0.9300824,1.1849428,1.4040896
shp-7,spei-1,LSTM,None,train,0.014015913,187.7160311,0.7160721,0.9298801,0.86467695
shp-7,spei-1,LSTM,None,val,0.009334683,176.886642,0.6906777,0.8699077,0.7567393
shp-7,spei-1,LSTM,VMD,test,0.448299944,118.6418176,0.6618791,0.8424884,0.7097867
shp-7,spei-1,LSTM,VMD,train,0.475600302,875.3783226,0.52914774,0.678146,0.45988202
shp-7,spei-1,LSTM,VMD,val,0.326734066,399.0467787,0.5655024,0.7171384,0.5142875
shp-7,spei-1,RNN,EEMD,test,0.430479944,166.2917733,0.68553144,0.85598654,0.7327129
shp-7,spei-1,RNN,EEMD,train,0.628807336,544.7268486,0.45598552,0.57054734,0.32552427
shp-7,spei-1,RNN,EEMD,val,0.587248415,273.8276243,0.4663733,0.5615055,0.31528845
shp-7,spei-1,RNN,None,test,0,115.1346445,0.922656,1.1765609,1.3842955
shp-7,spei-1,RNN,None,train,0.02179116,232.6988459,0.7093711,0.9262064,0.8578583
shp-7,spei-1,RNN,None,val,0,171.8760133,0.68971103,0.87862676,0.771985
shp-7,spei-1,RNN,VMD,test,0.454658747,123.5318422,0.661658,0.8376191,0.7016058
shp-7,spei-1,RNN,VMD,train,0.51498428,962.9473686,0.51419944,0.65218365,0.4253435
shp-7,spei-1,RNN,VMD,val,0.470290899,292.4761057,0.49818197,0.63610435,0.40462875
shp-7,spei-1,TCN,EEMD,test,0.434064269,187.8872991,0.7328294,0.85328865,0.72810155
shp-7,spei-1,TCN,EEMD,train,0.536628544,414.6097183,0.50647074,0.6374654,0.40636215
shp-7,spei-1,TCN,EEMD,val,0.581822574,274.2884874,0.46129003,0.5651841,0.3194331
shp-7,spei-1,TCN,None,test,0,113.4195089,0.9188425,1.1950634,1.4281763
shp-7,spei-1,TCN,None,train,0.012104869,181.3078523,0.7206855,0.93078077,0.86635286
shp-7,spei-1,TCN,None,val,0,100.3311157,0.6842947,0.876477,0.7682119
shp-7,spei-1,TCN,VMD,test,0.331504762,107.4894905,0.72879726,0.92738825,0.86004895
shp-7,spei-1,TCN,VMD,train,0.240034044,725.7683754,0.6327262,0.8163738,0.6664662
shp-7,spei-1,TCN,VMD,val,0.343016386,338.0731583,0.55015326,0.70841366,0.50184995
shp-7,spei-12,LSTM,EEMD,test,0.947095476,20.92452794,0.14923443,0.18801604,0.035350032
shp-7,spei-12,LSTM,EEMD,train,0.98021879,40.49485922,0.09193782,0.12173424,0.014819224
shp-7,spei-12,LSTM,EEMD,val,0.972240835,130.078721,0.1144185,0.15391695,0.023690429
shp-7,spei-12,LSTM,None,test,0.411628425,109.5530629,0.5139931,0.6270098,0.39314133
shp-7,spei-12,LSTM,None,train,0.832739934,100.6287813,0.25173056,0.353983,0.12530398
shp-7,spei-12,LSTM,None,val,0.827616394,199.134481,0.30568632,0.38355818,0.14711688
shp-7,spei-12,LSTM,VMD,test,0.381141186,142.6465988,0.5678899,0.6430493,0.41351244
shp-7,spei-12,LSTM,VMD,train,0.901627973,88.01093102,0.19941026,0.27147016,0.073696055
shp-7,spei-12,LSTM,VMD,val,0.860839352,61.89236045,0.26134685,0.3446208,0.1187635
shp-7,spei-12,RNN,EEMD,test,0.96995021,36.77613735,0.107047,0.14169979,0.020078832
shp-7,spei-12,RNN,EEMD,train,0.983863274,36.97269857,0.08319356,0.10994969,0.012088935
shp-7,spei-12,RNN,EEMD,val,0.981002357,163.2392526,0.09881752,0.1273307,0.016213108
shp-7,spei-12,RNN,None,test,0.004373491,160.879612,0.6917191,0.81563663,0.6652631
shp-7,spei-12,RNN,None,train,0.846059993,94.1360414,0.24221796,0.3395956,0.11532517
shp-7,spei-12,RNN,None,val,0.732294083,253.4440279,0.3792732,0.4779828,0.22846755
shp-7,spei-12,RNN,VMD,test,0.680365771,121.6576457,0.39928627,0.4621417,0.21357493
shp-7,spei-12,RNN,VMD,train,0.924949497,75.30230284,0.17461422,0.23711723,0.05622458
shp-7,spei-12,RNN,VMD,val,0.925449327,68.89128089,0.1984765,0.25223714,0.06362358
shp-7,spei-12,TCN,EEMD,test,0.96312397,38.1289959,0.11516765,0.15697141,0.024640026
shp-7,spei-12,TCN,EEMD,train,0.96593501,47.58856595,0.11497139,0.15974984,0.025520012
shp-7,spei-12,TCN,EEMD,val,0.976609489,116.9923544,0.10133095,0.1412873,0.019962102
shp-7,spei-12,TCN,None,test,0.686150104,37.7461046,0.33435503,0.45794094,0.20970991
shp-7,spei-12,TCN,None,train,0.828266993,99.81461763,0.24952543,0.358685,0.12865491
shp-7,spei-12,TCN,None,val,0.827640235,196.2550282,0.2923315,0.38353166,0.14709653
shp-7,spei-12,TCN,VMD,test,0.601720393,93.12309027,0.4235968,0.5158727,0.26612464
shp-7,spei-12,TCN,VMD,train,0.888759591,93.69490147,0.21275367,0.28868058,0.08333649
shp-7,spei-12,TCN,VMD,val,0.895779304,280.6802034,0.24299802,0.29823613,0.08894479
shp-7,spei-3,LSTM,EEMD,test,0.668655485,106.1532378,0.5223096,0.657464,0.43225893
shp-7,spei-3,LSTM,EEMD,train,0.826431409,172.5131035,0.31008118,0.3870332,0.14979468
shp-7,spei-3,LSTM,EEMD,val,0.753529251,180.1221251,0.3506314,0.43636078,0.19041073
shp-7,spei-3,LSTM,None,test,0.185576797,99.30186868,0.7886507,1.0307591,1.0624642
shp-7,spei-3,LSTM,None,train,0.387270808,299.0874767,0.57845205,0.72718835,0.52880293
shp-7,spei-3,LSTM,None,val,0.336959064,241.029954,0.58890796,0.71570355,0.5122316
shp-7,spei-3,LSTM,VMD,test,0.640355527,126.9815445,0.56855327,0.68496567,0.46917793
shp-7,spei-3,LSTM,VMD,train,0.692954123,210.7262611,0.40153345,0.5147712,0.26498944
shp-7,spei-3,LSTM,VMD,val,0.623990774,174.8392463,0.43692693,0.5389671,0.29048553
shp-7,spei-3,RNN,EEMD,test,0.80580692,90.91337323,0.3800355,0.5033255,0.25333658
shp-7,spei-3,RNN,EEMD,train,0.825412825,149.4490147,0.31196564,0.38816717,0.15067376
shp-7,spei-3,RNN,EEMD,val,0.829160959,184.933722,0.2957984,0.36329263,0.13198154
shp-7,spei-3,RNN,None,test,0.253644288,98.0615437,0.76244205,0.9867452,0.973666
shp-7,spei-3,RNN,None,train,0.426765561,301.569438,0.5691226,0.7033618,0.4947178
shp-7,spei-3,RNN,None,val,0.33601898,207.9732895,0.554221,0.7162108,0.5129579
shp-7,spei-3,RNN,VMD,test,0.651009262,129.2664886,0.56323963,0.674744,0.45527947
shp-7,spei-3,RNN,VMD,train,0.733829439,222.1183062,0.38185817,0.4792837,0.22971286
shp-7,spei-3,RNN,VMD,val,0.683830798,147.8143334,0.39728248,0.49422282,0.2442562
shp-7,spei-3,TCN,EEMD,test,0.632361114,144.8580742,0.54812473,0.6925367,0.4796071
shp-7,spei-3,TCN,EEMD,train,0.78010489,202.8954744,0.34667712,0.43563265,0.18977581
shp-7,spei-3,TCN,EEMD,val,0.773250923,184.7163796,0.32956827,0.41853887,0.17517477
shp-7,spei-3,TCN,None,test,0,116.442883,1.0272167,1.3052498,1.7036772
shp-7,spei-3,TCN,None,train,0.329659045,228.6321402,0.60494,0.76060736,0.5785235
shp-7,spei-3,TCN,None,val,0.250314355,195.1246858,0.5937794,0.76103145,0.57916886
shp-7,spei-3,TCN,VMD,test,0.545314312,115.8871055,0.6259124,0.770172,0.5931649
shp-7,spei-3,TCN,VMD,train,0.653624088,211.8034124,0.4336713,0.5467471,0.29893237
shp-7,spei-3,TCN,VMD,val,0.613380402,163.5498405,0.43076077,0.5465186,0.2986826
shp-7,spei-6,LSTM,EEMD,test,0.793622732,541.5191174,0.35399747,0.43451434,0.18880272
shp-7,spei-6,LSTM,EEMD,train,0.918308891,105.0889015,0.20435196,0.265958,0.07073366
shp-7,spei-6,LSTM,EEMD,val,0.797954142,381.0229063,0.303524,0.41032478,0.16836642
shp-7,spei-6,LSTM,None,test,0.100102365,183.3349347,0.76355666,0.90733933,0.82326466
shp-7,spei-6,LSTM,None,train,0.524091661,145.5725074,0.490123,0.6419295,0.41207346
shp-7,spei-6,LSTM,None,val,0.294917047,477.5298595,0.59695756,0.7665189,0.58755124
shp-7,spei-6,LSTM,VMD,test,0.232920647,574.3362427,0.71073055,0.8377093,0.7017569
shp-7,spei-6,LSTM,VMD,train,0.754925504,128.1174183,0.35555068,0.46065387,0.21220198
shp-7,spei-6,LSTM,VMD,val,0.613898933,416.8315887,0.45394126,0.56722224,0.32174107
shp-7,spei-6,RNN,EEMD,test,0.820631385,465.4455662,0.31450936,0.40508524,0.16409405
shp-7,spei-6,RNN,EEMD,train,0.917349532,86.84800267,0.20467487,0.26751512,0.07156434
shp-7,spei-6,RNN,EEMD,val,0.864098728,387.8387451,0.25872132,0.33652282,0.11324761
shp-7,spei-6,RNN,None,test,0.147692144,182.7653289,0.73038405,0.88302183,0.7797275
shp-7,spei-6,RNN,None,train,0.537383378,161.3587976,0.48414102,0.6329017,0.4005646
shp-7,spei-6,RNN,None,val,0.371854901,509.8379135,0.5522125,0.72349036,0.52343833
shp-7,spei-6,RNN,VMD,test,0.434070528,462.1109009,0.61714053,0.719539,0.5177364
shp-7,spei-6,RNN,VMD,train,0.799271852,110.6099367,0.31489414,0.41689798,0.17380393
shp-7,spei-6,RNN,VMD,val,0.695415497,389.4839287,0.40355176,0.50379825,0.2538127
shp-7,spei-6,TCN,EEMD,test,0.737329662,328.0728102,0.3630477,0.4902061,0.24030203
shp-7,spei-6,TCN,EEMD,train,0.866545528,90.19826651,0.25655982,0.33993214,0.115553856
shp-7,spei-6,TCN,EEMD,val,0.766192719,289.7343397,0.3347691,0.44139946,0.19483347
shp-7,spei-6,TCN,None,test,0.113822281,179.7884822,0.7572134,0.9003961,0.8107131
shp-7,spei-6,TCN,None,train,0.524164259,151.3145089,0.4873797,0.6418805,0.4120106
shp-7,spei-6,TCN,None,val,0.321105897,500.9798527,0.58729684,0.7521488,0.56572783
shp-7,spei-6,TCN,VMD,test,0.22332859,176.7258644,0.6769953,0.8429307,0.7105321
shp-7,spei-6,TCN,VMD,train,0.664945424,164.8339629,0.41888416,0.5386212,0.2901128
shp-7,spei-6,TCN,VMD,val,0.548178852,442.9074287,0.48705962,0.61360097,0.37650615
shp-7,spei-9,LSTM,EEMD,test,0.939216249,27.20979452,0.16023386,0.20100588,0.040403362
shp-7,spei-9,LSTM,EEMD,train,0.948317301,74.37769175,0.1569624,0.20485555,0.041965794
shp-7,spei-9,LSTM,EEMD,val,0.927403055,42.23219752,0.18987183,0.24733424,0.061174225
shp-7,spei-9,LSTM,None,test,0.066976249,75.97910762,0.6725579,0.7875196,0.62018704
shp-7,spei-9,LSTM,None,train,0.692213386,147.8858709,0.351813,0.4999194,0.24991941
shp-7,spei-9,LSTM,None,val,0.559818506,92.25461483,0.47474298,0.60903317,0.37092143
shp-7,spei-9,LSTM,VMD,test,0.476904392,67.02076793,0.5131218,0.58966523,0.3477051
shp-7,spei-9,LSTM,VMD,train,0.88700904,107.0941448,0.22792919,0.3028984,0.09174744
shp-7,spei-9,LSTM,VMD,val,0.798495367,63.0310595,0.30100352,0.4120668,0.16979903
shp-7,spei-9,RNN,EEMD,test,0.945052471,27.00197697,0.14827904,0.1911125,0.036523987
shp-7,spei-9,RNN,EEMD,train,0.955339879,82.52525926,0.14645989,0.19042987,0.036263537
shp-7,spei-9,RNN,EEMD,val,0.933669962,48.34552109,0.181203,0.23641782,0.05589338
shp-7,spei-9,RNN,None,test,0.30305779,76.40852928,0.57747227,0.6806336,0.46326208
shp-7,spei-9,RNN,None,train,0.704539955,144.8697805,0.34073916,0.48980644,0.23991036
shp-7,spei-9,RNN,None,val,0.611473233,90.51538706,0.45496875,0.5721838,0.32739428
shp-7,spei-9,RNN,VMD,test,0.359837294,72.74463773,0.5727629,0.65231925,0.4255204
shp-7,spei-9,RNN,VMD,train,0.849947736,134.2071652,0.2675211,0.34905705,0.12184083
shp-7,spei-9,RNN,VMD,val,0.784867778,69.16687489,0.3386978,0.4257727,0.18128239
shp-7,spei-9,TCN,EEMD,test,0.037734091,154.077971,0.6893237,0.7997653,0.6396245
shp-7,spei-9,TCN,EEMD,train,0.526494831,146.4839458,0.49142632,0.6200654,0.3844811
shp-7,spei-9,TCN,EEMD,val,0.347282052,160.2814198,0.6210238,0.741631,0.55001646
shp-7,spei-9,TCN,None,test,0.149931014,74.88276958,0.64449066,0.75169575,0.5650465
shp-7,spei-9,TCN,None,train,0.680758208,144.9222088,0.3526718,0.5091374,0.2592209
shp-7,spei-9,TCN,None,val,0.625282407,84.22074914,0.42086926,0.5619234,0.3157579
shp-7,spei-9,TCN,VMD,test,0.430901647,69.26412582,0.5276212,0.6150475,0.3782834
shp-7,spei-9,TCN,VMD,train,0.75187242,174.2764592,0.3273042,0.4488618,0.20147693
shp-7,spei-9,TCN,VMD,val,0.704564571,75.30116439,0.3727571,0.49894923,0.24895035
shp-8,spei-1,LSTM,EEMD,test,0.50207746,159.8056197,0.573472,0.71701217,0.51410645
shp-8,spei-1,LSTM,EEMD,train,0.637138993,271.7175484,0.45587903,0.5783183,0.33445206
shp-8,spei-1,LSTM,EEMD,val,0.528038114,141.2930012,0.5302146,0.66487795,0.4420627
shp-8,spei-1,LSTM,None,test,0,101.0188818,0.8040833,1.0166137,1.0335034
shp-8,spei-1,LSTM,None,train,0,105.0638437,0.740366,0.96020985,0.922003
shp-8,spei-1,LSTM,None,val,0,96.6986835,0.7484369,0.9779442,0.9563749
shp-8,spei-1,LSTM,VMD,test,0.569110096,156.4267755,0.5613572,0.6670045,0.44489503
shp-8,spei-1,LSTM,VMD,train,0.554445684,237.8089428,0.49769792,0.64083636,0.4106712
shp-8,spei-1,LSTM,VMD,val,0.372988045,151.8496156,0.5943305,0.76634866,0.5872902
shp-8,spei-1,RNN,EEMD,test,0.50445348,205.9320688,0.56988853,0.71529937,0.5116532
shp-8,spei-1,RNN,EEMD,train,0.606605798,269.7674274,0.47775477,0.6021584,0.36259478
shp-8,spei-1,RNN,EEMD,val,0.541541278,136.2758279,0.5379247,0.65529764,0.429415
shp-8,spei-1,RNN,None,test,0.005855501,104.3886304,0.80346155,1.0131421,1.026457
shp-8,spei-1,RNN,None,train,0.012118697,131.8385005,0.7393533,0.9542214,0.91053855
shp-8,spei-1,RNN,None,val,0,99.88636971,0.75303775,0.9799079,0.9602194
shp-8,spei-1,RNN,VMD,test,0.544155151,146.0527062,0.5773658,0.68604743,0.47066107
shp-8,spei-1,RNN,VMD,train,0.542472929,227.5392771,0.5013539,0.6493894,0.4217066
shp-8,spei-1,RNN,VMD,val,0.507497698,112.4013662,0.50955564,0.67919207,0.4613019
shp-8,spei-1,TCN,EEMD,test,0.408887506,159.0620995,0.6476906,0.7812332,0.61032534
shp-8,spei-1,TCN,EEMD,train,0.530699581,273.0918407,0.5248541,0.65769154,0.43255815
shp-8,spei-1,TCN,EEMD,val,0.563762546,121.6953754,0.515094,0.6392194,0.40860143
shp-8,spei-1,TCN,None,test,0,101.2320638,0.80647093,1.0250808,1.0507907
shp-8,spei-1,TCN,None,train,0.00162077,123.0023265,0.73270476,0.95927817,0.9202146
shp-8,spei-1,TCN,None,val,0,97.97201157,0.7507167,0.9875569,0.9752686
shp-8,spei-1,TCN,VMD,test,0.284896016,199.8109221,0.72107863,0.8592711,0.7383469
shp-8,spei-1,TCN,VMD,train,0.371195853,241.4909363,0.591009,0.76129764,0.5795741
shp-8,spei-1,TCN,VMD,val,0.251976311,120.4718113,0.6400811,0.8370399,0.70063573
shp-8,spei-12,LSTM,EEMD,test,0.927295163,59.54206586,0.16150954,0.21168531,0.044810675
shp-8,spei-12,LSTM,EEMD,train,0.979660217,124.1547227,0.10867419,0.13414079,0.01799375
shp-8,spei-12,LSTM,EEMD,val,0.952997174,34.08644199,0.15749097,0.2083004,0.043389056
shp-8,spei-12,LSTM,None,test,0.668972433,62.84715533,0.3504732,0.45169073,0.20402452
shp-8,spei-12,LSTM,None,train,0.863046646,105.286634,0.24045111,0.34807596,0.12115688
shp-8,spei-12,LSTM,None,val,0.745772183,49.75078404,0.34241617,0.4844396,0.23468174
shp-8,spei-12,LSTM,VMD,test,0.784394339,66.8543458,0.27768895,0.36453494,0.13288572
shp-8,spei-12,LSTM,VMD,train,0.945562001,99.01935458,0.15286143,0.2194516,0.048159007
shp-8,spei-12,LSTM,VMD,val,0.908407241,37.72492111,0.2074971,0.2907761,0.08455074
shp-8,spei-12,RNN,EEMD,test,0.954174735,48.41295481,0.12614979,0.16805893,0.028243802
shp-8,spei-12,RNN,EEMD,train,0.984636353,50.50528646,0.088005595,0.11658289,0.013591572
shp-8,spei-12,RNN,EEMD,val,0.964387838,42.10260212,0.1259085,0.18131231,0.032874152
shp-8,spei-12,RNN,None,test,0.664993227,70.23447156,0.3180656,0.45439744,0.20647705
shp-8,spei-12,RNN,None,train,0.853745133,130.7761669,0.24519916,0.359702,0.12938553
shp-8,spei-12,RNN,None,val,0.766490772,48.14658463,0.30077055,0.4642802,0.21555609
shp-8,spei-12,RNN,VMD,test,0.779253647,64.82440829,0.28771138,0.36885515,0.13605413
shp-8,spei-12,RNN,VMD,train,0.94417632,79.32997346,0.1640803,0.22222705,0.049384862
shp-8,spei-12,RNN,VMD,val,0.888246685,47.93747067,0.2345599,0.32118726,0.10316126
shp-8,spei-12,TCN,EEMD,test,0.804620013,101.8554091,0.26649752,0.3470157,0.120419905
shp-8,spei-12,TCN,EEMD,train,0.941766504,136.8131399,0.16037987,0.22697295,0.051516723
shp-8,spei-12,TCN,EEMD,val,0.936183259,24.82648045,0.16856036,0.24271433,0.058910247
shp-8,spei-12,TCN,None,test,0.570006251,77.57264972,0.37438306,0.5148019,0.26502103
shp-8,spei-12,TCN,None,train,0.826087907,156.3547969,0.28598914,0.39224064,0.15385272
shp-8,spei-12,TCN,None,val,0.673242927,55.66545725,0.40898827,0.54921275,0.30163464
shp-8,spei-12,TCN,VMD,test,0.733234972,68.5734868,0.30398563,0.4054838,0.16441713
shp-8,spei-12,TCN,VMD,train,0.933986999,76.07613802,0.1688762,0.24165869,0.05839892
shp-8,spei-12,TCN,VMD,val,0.911148749,31.97482824,0.20902756,0.28639135,0.08202001
shp-8,spei-3,LSTM,EEMD,test,0.309072375,181.6153646,0.65632695,0.82651985,0.68313503
shp-8,spei-3,LSTM,EEMD,train,0.719174325,230.7935238,0.40794924,0.51059425,0.2607065
shp-8,spei-3,LSTM,EEMD,val,0.48949492,173.1096745,0.5803252,0.7310269,0.5344003
