shp,spei,model,dec,period,r2,mape,mae,rmse,mse
shp-2,spei-1,TCN,VMD,test,0.231538773,202.9033899,0.75570065,0.9351377,0.87448245
shp-2,spei-1,TCN,VMD,train,0.260068953,378.9445877,0.6171821,0.78177017,0.61116457
shp-2,spei-1,TCN,VMD,val,0.349615872,133.2700133,0.5874247,0.75782347,0.5742964
shp-2,spei-12,LSTM,EEMD,test,0.959630553,70.5101192,0.13884228,0.18810095,0.035381965
shp-2,spei-12,LSTM,EEMD,train,0.983776407,59.51450467,0.08924551,0.119771816,0.014345287
shp-2,spei-12,LSTM,EEMD,val,0.955450736,33.78893733,0.1017563,0.14353514,0.020602336
shp-2,spei-12,LSTM,None,test,0.790655091,98.66905808,0.31518614,0.42834702,0.18348117
shp-2,spei-12,LSTM,None,train,0.853339776,127.539134,0.24680974,0.36011174,0.12968047
shp-2,spei-12,LSTM,None,val,0.670845956,102.2230148,0.2636082,0.39015535,0.15222119
shp-2,spei-12,LSTM,VMD,test,0.790425658,134.1728091,0.3188988,0.42858168,0.18368226
shp-2,spei-12,LSTM,VMD,train,0.94625539,83.55981708,0.16000319,0.21799603,0.04752227
shp-2,spei-12,LSTM,VMD,val,0.863359034,108.1326365,0.19106323,0.25137866,0.063191235
shp-2,spei-12,RNN,EEMD,test,0.978700578,49.00947809,0.10435585,0.13663076,0.018667962
shp-2,spei-12,RNN,EEMD,train,0.984802227,52.26784945,0.083669595,0.1159234,0.013438234
shp-2,spei-12,RNN,EEMD,val,0.967937004,34.80127156,0.09156421,0.12176992,0.014827914
shp-2,spei-12,RNN,None,test,0.773445517,120.6111789,0.34067398,0.44560584,0.19856457
shp-2,spei-12,RNN,None,train,0.852132261,127.2723317,0.2503355,0.3615912,0.1307482
shp-2,spei-12,RNN,None,val,0.656721056,107.0459723,0.27592325,0.39843872,0.15875342
shp-2,spei-12,RNN,VMD,test,0.869708031,106.9170237,0.2521393,0.33792737,0.11419491
shp-2,spei-12,RNN,VMD,train,0.94735527,77.74031162,0.15867585,0.21575385,0.046549726
shp-2,spei-12,RNN,VMD,val,0.901116386,63.10040355,0.16733065,0.2138455,0.0457299
shp-2,spei-12,TCN,EEMD,test,0.914244778,66.28288031,0.19893467,0.27415416,0.0751605
shp-2,spei-12,TCN,EEMD,train,0.925116047,99.45355058,0.17765102,0.25732118,0.06621418
shp-2,spei-12,TCN,EEMD,val,0.867442444,90.30278921,0.18221545,0.24759406,0.061302815
shp-2,spei-12,TCN,None,test,0,96.80902958,0.8398007,1.0005761,1.0011526
shp-2,spei-12,TCN,None,train,0.848061547,120.6190228,0.25457153,0.3665346,0.1343476
shp-2,spei-12,TCN,None,val,0.676680356,84.98510718,0.25855812,0.38668203,0.149523
shp-2,spei-12,TCN,VMD,test,0.881364003,93.72833967,0.2447784,0.32245773,0.10397899
shp-2,spei-12,TCN,VMD,train,0.934013411,89.76348042,0.17385763,0.24155107,0.05834692
shp-2,spei-12,TCN,VMD,val,0.881900765,63.74157667,0.17963062,0.23370151,0.054616395
shp-2,spei-3,LSTM,EEMD,test,0.725770086,145.6055164,0.38501313,0.5020267,0.25203076
shp-2,spei-3,LSTM,EEMD,train,0.92105487,115.6999469,0.20639034,0.26085272,0.06804414
shp-2,spei-3,LSTM,EEMD,val,0.882691488,115.5351996,0.27037632,0.3399236,0.11554805
shp-2,spei-3,LSTM,None,test,0.177519143,192.5252914,0.6888632,0.8694253,0.7559004
shp-2,spei-3,LSTM,None,train,0.449940205,240.0494576,0.5432117,0.68855345,0.47410583
shp-2,spei-3,LSTM,None,val,0.300581455,179.059422,0.6228806,0.83001345,0.68892235
shp-2,spei-3,LSTM,VMD,test,0.515450537,172.6275325,0.5580419,0.66732657,0.44532478
shp-2,spei-3,LSTM,VMD,train,0.72056818,378.352046,0.38115802,0.49076164,0.24084699
shp-2,spei-3,LSTM,VMD,val,0.65659073,236.7619991,0.46654674,0.5815975,0.33825567
shp-2,spei-3,RNN,EEMD,test,0.822735012,150.9867549,0.31506237,0.4036276,0.16291524
shp-2,spei-3,RNN,EEMD,train,0.90643435,160.543859,0.22214675,0.28398207,0.080645815
shp-2,spei-3,RNN,EEMD,val,0.883612119,140.5845284,0.28449294,0.33858714,0.11464124
shp-2,spei-3,RNN,None,test,0.163758695,183.605516,0.69606274,0.87666804,0.7685469
shp-2,spei-3,RNN,None,train,0.503998458,281.4828634,0.5144273,0.65384406,0.42751208
shp-2,spei-3,RNN,None,val,0.306756079,192.6127791,0.63530767,0.82634157,0.68284035
shp-2,spei-3,RNN,VMD,test,0.593489468,146.5482116,0.49820903,0.6112309,0.3736032
shp-2,spei-3,RNN,VMD,train,0.80327706,294.6584702,0.31815314,0.4117752,0.16955882
shp-2,spei-3,RNN,VMD,val,0.767478883,182.1408629,0.38253936,0.4785725,0.22903164
shp-2,spei-3,TCN,EEMD,test,0.642683029,193.9950109,0.47639385,0.57305485,0.32839188
shp-2,spei-3,TCN,EEMD,train,0.783430085,239.0389681,0.33796072,0.43204775,0.18666527
shp-2,spei-3,TCN,EEMD,val,0.679297179,110.2741361,0.40921053,0.5620409,0.31588998
shp-2,spei-3,TCN,None,test,0.100170553,176.1673927,0.72725564,0.90938854,0.8269875
shp-2,spei-3,TCN,None,train,0.394466043,176.1777163,0.56610143,0.7224403,0.52191997
shp-2,spei-3,TCN,None,val,0.23338604,142.6684976,0.6400432,0.8689703,0.7551093
shp-2,spei-3,TCN,VMD,test,0.499955535,139.0894294,0.54752547,0.67791253,0.45956543
shp-2,spei-3,TCN,VMD,train,0.669186085,204.2025805,0.40925837,0.5339795,0.2851341
shp-2,spei-3,TCN,VMD,val,0.577230334,166.792345,0.47695398,0.6453101,0.4164251
shp-2,spei-6,LSTM,EEMD,test,0.846836001,222.4676132,0.27485368,0.36489856,0.13315095
shp-2,spei-6,LSTM,EEMD,train,0.93782381,246.1122036,0.18917914,0.23966777,0.05744064
shp-2,spei-6,LSTM,EEMD,val,0.792851552,377.0869255,0.27775916,0.36987796,0.1368097
shp-2,spei-6,LSTM,None,test,0.411209345,170.1499462,0.5641055,0.7154417,0.5118568
shp-2,spei-6,LSTM,None,train,0.594701558,425.5406857,0.4716392,0.61190647,0.37442952
shp-2,spei-6,LSTM,None,val,0.326441944,164.7223473,0.5289257,0.66696817,0.44484657
shp-2,spei-6,LSTM,VMD,test,0.596027642,284.0526581,0.46685436,0.59261084,0.35118762
shp-2,spei-6,LSTM,VMD,train,0.811685041,358.6274624,0.32418364,0.4170998,0.17397225
shp-2,spei-6,LSTM,VMD,val,0.688167095,590.1391983,0.36567804,0.45381474,0.20594782
shp-2,spei-6,RNN,EEMD,test,0.910331845,181.2283635,0.20979424,0.27919838,0.07795174
shp-2,spei-6,RNN,EEMD,train,0.945437472,199.3353844,0.17561838,0.22451472,0.050406862
shp-2,spei-6,RNN,EEMD,val,0.870974168,119.2272305,0.22989862,0.2919147,0.08521419
shp-2,spei-6,RNN,None,test,0.400622606,202.0684719,0.57942754,0.72184503,0.5210602
shp-2,spei-6,RNN,None,train,0.660996675,374.7760057,0.4154378,0.5596282,0.3131837
shp-2,spei-6,RNN,None,val,0.395399809,294.5950031,0.48987433,0.63190496,0.39930388
shp-2,spei-6,RNN,VMD,test,0.728220195,256.2292337,0.40996778,0.486074,0.23626792
shp-2,spei-6,RNN,VMD,train,0.846096531,240.6230688,0.29312736,0.37706983,0.14218165
shp-2,spei-6,RNN,VMD,val,0.717033565,310.6461763,0.34920615,0.43229985,0.18688315
shp-2,spei-6,TCN,EEMD,test,0.695370913,179.2136312,0.4289848,0.5146115,0.264825
shp-2,spei-6,TCN,EEMD,train,0.86855875,283.9505434,0.266764,0.34846842,0.12143023
shp-2,spei-6,TCN,EEMD,val,0.737931699,410.6040955,0.34845844,0.4160302,0.17308113
shp-2,spei-6,TCN,None,test,0.456058919,210.5002642,0.521359,0.6876536,0.47286746
shp-2,spei-6,TCN,None,train,0.589104533,436.3234043,0.4771468,0.6161171,0.3796003
shp-2,spei-6,TCN,None,val,0.285746098,498.8347054,0.5596464,0.6868216,0.47172388
shp-2,spei-6,TCN,VMD,test,0.619430631,219.8472977,0.43597555,0.5751892,0.33084258
shp-2,spei-6,TCN,VMD,train,0.785419479,291.4856672,0.341668,0.4452385,0.19823733
shp-2,spei-6,TCN,VMD,val,0.666639566,534.1431141,0.36799395,0.469218,0.22016552
shp-2,spei-9,LSTM,EEMD,test,0.806571722,108.4129453,0.33880147,0.3944866,0.15561968
shp-2,spei-9,LSTM,EEMD,train,0.961466309,77.18852162,0.14466758,0.18824661,0.035436783
shp-2,spei-9,LSTM,EEMD,val,0.843540356,416.3524628,0.23536715,0.27421165,0.07519203
shp-2,spei-9,LSTM,None,test,0.703965098,67.00382233,0.3609836,0.48802686,0.23817022
shp-2,spei-9,LSTM,None,train,0.731256902,178.8179636,0.35856542,0.49713632,0.24714452
shp-2,spei-9,LSTM,None,val,0.47794354,382.7547789,0.3876099,0.50089127,0.25089207
shp-2,spei-9,LSTM,VMD,test,0.854766667,95.48550248,0.27623117,0.34182626,0.11684519
shp-2,spei-9,LSTM,VMD,train,0.90109919,102.8023481,0.21971929,0.30158293,0.09095227
shp-2,spei-9,LSTM,VMD,val,0.837299421,319.7645426,0.2163983,0.2796271,0.07819132
shp-2,spei-9,RNN,EEMD,test,0.969248407,42.41316319,0.12209595,0.1572918,0.02474071
shp-2,spei-9,RNN,EEMD,train,0.97387756,75.39403439,0.11798466,0.15499358,0.02402301
shp-2,spei-9,RNN,EEMD,val,0.915060773,253.1239986,0.15463752,0.2020407,0.040820446
shp-2,spei-9,RNN,None,test,0.623069555,81.80672526,0.4366999,0.5506846,0.30325347
shp-2,spei-9,RNN,None,train,0.747239858,190.428853,0.35012394,0.48212665,0.2324461
shp-2,spei-9,RNN,None,val,0.471654117,326.6066313,0.41511568,0.50389946,0.25391468
shp-2,spei-9,RNN,VMD,test,0.86269556,73.3099997,0.25989264,0.33236444,0.11046612
shp-2,spei-9,RNN,VMD,train,0.911394313,116.656661,0.21092905,0.285455,0.08148455
shp-2,spei-9,RNN,VMD,val,0.849839136,366.5583611,0.21270129,0.2686353,0.07216493
shp-2,spei-9,TCN,EEMD,test,0.690547943,139.4989371,0.41480336,0.4989637,0.24896479
shp-2,spei-9,TCN,EEMD,train,0.832920462,178.3686042,0.29142046,0.39198413,0.15365155
shp-2,spei-9,TCN,EEMD,val,0.668728441,514.3985271,0.28958943,0.3990036,0.15920386
shp-2,spei-9,TCN,None,test,0.649596184,69.96059418,0.39403698,0.53095376,0.28191188
shp-2,spei-9,TCN,None,train,0.730277598,160.7809186,0.36143792,0.4980413,0.24804515
shp-2,spei-9,TCN,None,val,0.443455696,375.8662462,0.40913102,0.51717156,0.2674664
shp-2,spei-9,TCN,VMD,test,0.770159274,114.0010715,0.33418426,0.43001714,0.18491475
shp-2,spei-9,TCN,VMD,train,0.876906991,120.5401063,0.24473037,0.33645234,0.11320017
shp-2,spei-9,TCN,VMD,val,0.766303837,406.0787678,0.2592519,0.33512783,0.11231067
shp-3,spei-1,LSTM,EEMD,test,0.560369045,98.20549488,0.56566495,0.72849786,0.53070915
shp-3,spei-1,LSTM,EEMD,train,0.721604973,275.8738518,0.3783466,0.47952223,0.22994158
shp-3,spei-1,LSTM,EEMD,val,0.589727104,131.355834,0.46035087,0.5675013,0.32205775
shp-3,spei-1,LSTM,None,test,0,101.8428683,0.9322953,1.1790828,1.390236
shp-3,spei-1,LSTM,None,train,0,230.9123039,0.7017307,0.90898037,0.8262453
shp-3,spei-1,LSTM,None,val,0,97.49749303,0.71479064,0.90369016,0.81665593
shp-3,spei-1,LSTM,VMD,test,0.261683285,138.1181598,0.7993515,0.94407284,0.8912735
shp-3,spei-1,LSTM,VMD,train,0.616741627,842.6861763,0.44517726,0.56263125,0.3165539
shp-3,spei-1,LSTM,VMD,val,0.533600777,157.6202393,0.5130848,0.60507524,0.36611605
shp-3,spei-1,RNN,EEMD,test,0.543331087,129.9161077,0.59872943,0.7424802,0.55127686
shp-3,spei-1,RNN,EEMD,train,0.649677813,442.926836,0.41869593,0.5379127,0.28935012
shp-3,spei-1,RNN,EEMD,val,0.627435923,110.3228688,0.4270879,0.5407929,0.29245695
shp-3,spei-1,RNN,None,test,0,103.8049698,0.9240766,1.1825722,1.3984771
shp-3,spei-1,RNN,None,train,0.00745827,153.8535357,0.7012846,0.90542483,0.8197941
shp-3,spei-1,RNN,None,val,0,94.92914081,0.6975064,0.89151293,0.79479533
shp-3,spei-1,RNN,VMD,test,0.403018177,111.9869113,0.69960046,0.84891593,0.7206583
shp-3,spei-1,RNN,VMD,train,0.521786362,890.8067703,0.49513105,0.62847644,0.3949826
shp-3,spei-1,RNN,VMD,val,0.586733848,122.9780674,0.47351718,0.56956774,0.32440743
shp-3,spei-1,TCN,EEMD,test,0.545764118,92.8081274,0.59689814,0.7404997,0.5483398
shp-3,spei-1,TCN,EEMD,train,0.563849181,352.5103807,0.46763045,0.6002005,0.36024064
shp-3,spei-1,TCN,EEMD,val,0.623867512,89.35856819,0.4327515,0.54337656,0.29525807
shp-3,spei-1,TCN,None,test,0,104.1782498,0.94149303,1.1910925,1.4187013
shp-3,spei-1,TCN,None,train,0,239.4562483,0.7061487,0.91192037,0.83159876
shp-3,spei-1,TCN,None,val,0,91.64767265,0.71293074,0.923557,0.85295755
shp-3,spei-1,TCN,VMD,test,0.385259509,101.8669486,0.6951149,0.86144996,0.742096
shp-3,spei-1,TCN,VMD,train,0.416894436,357.818532,0.54565865,0.6939874,0.48161858
shp-3,spei-1,TCN,VMD,val,0.514872044,109.802711,0.4776149,0.61710435,0.3808178
shp-3,spei-12,LSTM,EEMD,test,0.955497906,23.99557233,0.14769956,0.1785249,0.03187114
shp-3,spei-12,LSTM,EEMD,train,0.979984917,49.47286248,0.09418582,0.12648104,0.015997453
shp-3,spei-12,LSTM,EEMD,val,0.958719816,26.97647512,0.106412135,0.14084029,0.019835986
shp-3,spei-12,LSTM,None,test,0.682382792,45.44590116,0.39772972,0.47693652,0.22746845
shp-3,spei-12,LSTM,None,train,0.842572227,107.1818352,0.24676636,0.3547214,0.12582727
shp-3,spei-12,LSTM,None,val,0.730817288,43.64460409,0.25813904,0.3596497,0.1293479
shp-3,spei-12,LSTM,VMD,test,0.742869824,42.12838113,0.3322749,0.42912626,0.18414935
shp-3,spei-12,LSTM,VMD,train,0.914797977,74.40565825,0.19921136,0.26095864,0.06809941
shp-3,spei-12,LSTM,VMD,val,0.876538903,23.26438725,0.16419451,0.24356852,0.059325628
shp-3,spei-12,RNN,EEMD,test,0.973248631,15.94337374,0.10528371,0.13841449,0.019158572
shp-3,spei-12,RNN,EEMD,train,0.985483902,38.1164968,0.07686837,0.10771388,0.01160228
shp-3,spei-12,RNN,EEMD,val,0.97172999,24.16225821,0.09031865,0.11655183,0.013584329
shp-3,spei-12,RNN,None,test,0.747661144,42.31646657,0.3380556,0.42510933,0.18071793
shp-3,spei-12,RNN,None,train,0.847374424,113.2889628,0.24081253,0.34926927,0.12198902
shp-3,spei-12,RNN,None,val,0.748794436,45.43428719,0.24789065,0.34743273,0.1207095
shp-3,spei-12,RNN,VMD,test,0.661438197,52.30246782,0.40630808,0.49241078,0.24246837
shp-3,spei-12,RNN,VMD,train,0.92438779,75.16899109,0.18666686,0.24583441,0.060434557
shp-3,spei-12,RNN,VMD,val,0.843470663,29.33422923,0.2071852,0.27425462,0.0752156
shp-3,spei-12,TCN,EEMD,test,0.951785617,22.7936849,0.14470156,0.18582189,0.034529775
shp-3,spei-12,TCN,EEMD,train,0.953311425,58.58158469,0.13675323,0.1931755,0.03731677
shp-3,spei-12,TCN,EEMD,val,0.90540053,31.57342672,0.16061811,0.2132065,0.045457013
shp-3,spei-12,TCN,None,test,0.74232468,45.81288397,0.34340218,0.42958093,0.18453978
shp-3,spei-12,TCN,None,train,0.833097205,113.1821632,0.26143187,0.36524016,0.13340038
shp-3,spei-12,TCN,None,val,0.688083798,44.97527778,0.2894182,0.38714626,0.14988223
shp-3,spei-12,TCN,VMD,test,0.757562011,47.73098528,0.33871728,0.416686,0.17362723
shp-3,spei-12,TCN,VMD,train,0.912926376,83.22429657,0.19792095,0.26380926,0.06959532
shp-3,spei-12,TCN,VMD,val,0.838033408,30.67343235,0.2026227,0.27897727,0.07782832
shp-3,spei-3,LSTM,EEMD,test,0.838850513,157.742548,0.33854762,0.40395865,0.1631826
shp-3,spei-3,LSTM,EEMD,train,0.882708639,190.0469422,0.24003221,0.30946025,0.09576564
shp-3,spei-3,LSTM,EEMD,val,0.837663248,112.6487851,0.2717348,0.3785324,0.14328678
shp-3,spei-3,LSTM,None,test,0.099649608,99.33497906,0.7443087,0.9548348,0.9117095
shp-3,spei-3,LSTM,None,train,0.453357637,363.3019686,0.5189358,0.66807234,0.44632065
shp-3,spei-3,LSTM,None,val,0.338042736,161.6773248,0.6018829,0.7643806,0.58427763
shp-3,spei-3,LSTM,VMD,test,0.455692649,210.0575209,0.6148397,0.74241126,0.55117446
shp-3,spei-3,LSTM,VMD,train,0.712931395,364.8620844,0.3787112,0.484133,0.23438478
shp-3,spei-3,LSTM,VMD,val,0.67400676,171.6334462,0.42301583,0.5364126,0.28773844
shp-3,spei-3,RNN,EEMD,test,0.879095346,104.9002051,0.25795397,0.34990004,0.12243003
shp-3,spei-3,RNN,EEMD,train,0.879663132,202.1652699,0.2404118,0.31345212,0.09825223
shp-3,spei-3,RNN,EEMD,val,0.874995783,116.7903543,0.2861981,0.3321674,0.11033517
shp-3,spei-3,RNN,None,test,0.186666369,107.396996,0.69977117,0.90752125,0.82359487
shp-3,spei-3,RNN,None,train,0.485264599,325.9077787,0.51001525,0.6482819,0.42026937
shp-3,spei-3,RNN,None,val,0.364097953,191.2638664,0.60445994,0.7491862,0.56127995
shp-3,spei-3,RNN,VMD,test,0.530529767,131.5209985,0.5708396,0.68948764,0.4753932
shp-3,spei-3,RNN,VMD,train,0.790549755,460.1463318,0.3268524,0.41353503,0.17101121
shp-3,spei-3,RNN,VMD,val,0.820047006,166.8777347,0.30482313,0.39854208,0.15883578
shp-3,spei-3,TCN,EEMD,test,0.701944172,123.7488627,0.4493636,0.549378,0.3018162
shp-3,spei-3,TCN,EEMD,train,0.756852448,272.7857351,0.34644586,0.44556063,0.19852427
shp-3,spei-3,TCN,EEMD,val,0.766205564,105.3297997,0.3576871,0.45426756,0.20635903
shp-3,spei-3,TCN,None,test,0.13049835,149.7225165,0.7314291,0.93833447,0.8804715
shp-3,spei-3,TCN,None,train,0.441938937,270.3432083,0.52772504,0.6750139,0.45564377
shp-3,spei-3,TCN,None,val,0.338578582,155.9698105,0.6066385,0.7640711,0.58380467
shp-3,spei-3,TCN,VMD,test,0.44900012,150.6007552,0.6099805,0.7469615,0.55795145
shp-3,spei-3,TCN,VMD,train,0.623942941,346.2990046,0.43727937,0.5541135,0.30704176
shp-3,spei-3,TCN,VMD,val,0.69982487,117.8391337,0.40618348,0.51473296,0.26495004
shp-3,spei-6,LSTM,EEMD,test,0.872018144,306.2995911,0.27506098,0.33477712,0.11207571
shp-3,spei-6,LSTM,EEMD,train,0.930672325,63.90289068,0.19219927,0.24468528,0.059870888
shp-3,spei-6,LSTM,EEMD,val,0.795541152,286.1792803,0.2849132,0.38195556,0.14589006
shp-3,spei-6,LSTM,None,test,0.250766337,279.7032356,0.68262196,0.8100096,0.6561156
shp-3,spei-6,LSTM,None,train,0.585896641,138.6978865,0.4542589,0.59801066,0.35761672
shp-3,spei-6,LSTM,None,val,0.402962148,327.7885199,0.519274,0.6526958,0.4260118
shp-3,spei-6,LSTM,VMD,test,0.352685988,438.2239819,0.61163384,0.752903,0.56686294
shp-3,spei-6,LSTM,VMD,train,0.780614927,112.5881553,0.337953,0.43526933,0.18945938
shp-3,spei-6,LSTM,VMD,val,0.635351777,368.2125092,0.40486595,0.5100901,0.26019195
shp-3,spei-6,RNN,EEMD,test,0.863292679,422.8701591,0.2747874,0.34600106,0.119716726
shp-3,spei-6,RNN,EEMD,train,0.930588998,71.58284187,0.18655555,0.24483228,0.059942845
shp-3,spei-6,RNN,EEMD,val,0.847820699,242.3745871,0.24842378,0.3295245,0.108586386
shp-3,spei-6,RNN,None,test,0.261784256,276.1576653,0.6787875,0.8040317,0.64646703
shp-3,spei-6,RNN,None,train,0.636147261,135.7569218,0.42297873,0.56055385,0.31422064
shp-3,spei-6,RNN,None,val,0.440312028,329.4199467,0.48598877,0.6319502,0.39936107
shp-3,spei-6,RNN,VMD,test,0.620853931,239.0221834,0.45795313,0.5762153,0.33202413
shp-3,spei-6,RNN,VMD,train,0.823971272,108.9651346,0.29624492,0.38989377,0.15201716
shp-3,spei-6,RNN,VMD,val,0.750403345,369.405961,0.32926232,0.42201632,0.17809778
shp-3,spei-6,TCN,EEMD,test,0.838233292,299.9513865,0.29008034,0.37637964,0.14166163
shp-3,spei-6,TCN,EEMD,train,0.88093055,79.0612042,0.24360096,0.32066733,0.10282753
shp-3,spei-6,TCN,EEMD,val,0.807344034,233.4959745,0.28026235,0.37076703,0.13746819
shp-3,spei-6,TCN,None,test,0,168.2337403,0.9310046,1.1322392,1.2819656
shp-3,spei-6,TCN,None,train,0.593451411,137.2267485,0.4557476,0.59253055,0.35109246
shp-3,spei-6,TCN,None,val,0.374533713,354.1878939,0.5395777,0.6680544,0.4462967
shp-3,spei-6,TCN,VMD,test,0.472660959,343.4108973,0.51688313,0.6795579,0.461799
shp-3,spei-6,TCN,VMD,train,0.795135483,105.4939389,0.31961972,0.42061806,0.17691955
shp-3,spei-6,TCN,VMD,val,0.632751942,382.5215101,0.4097232,0.5119053,0.26204705
shp-3,spei-9,LSTM,EEMD,test,0.933354363,61.24827266,0.17563862,0.21895501,0.047941297
shp-3,spei-9,LSTM,EEMD,train,0.966228303,47.91214168,0.12778369,0.1692638,0.028650232
shp-3,spei-9,LSTM,EEMD,val,0.918878563,35.82121134,0.15955085,0.20600046,0.04243619
shp-3,spei-9,LSTM,None,test,0.474291563,240.1784897,0.49679613,0.6149524,0.37816644
shp-3,spei-9,LSTM,None,train,0.721338004,156.6989899,0.34105632,0.48621294,0.23640302
shp-3,spei-9,LSTM,None,val,0.473412037,100.2941608,0.43215775,0.5248508,0.27546832
shp-3,spei-9,LSTM,VMD,test,0.42076385,140.2102947,0.5433809,0.6455009,0.41667143
shp-3,spei-9,LSTM,VMD,train,0.865431681,145.8756804,0.2582131,0.33787733,0.11416109
shp-3,spei-9,LSTM,VMD,val,0.717418611,82.08279014,0.3157511,0.38447857,0.14782378
shp-3,spei-9,RNN,EEMD,test,0.879007444,102.4853468,0.25007364,0.2950179,0.08703556
shp-3,spei-9,RNN,EEMD,train,0.970992291,56.47875667,0.11830938,0.1568716,0.024608701
shp-3,spei-9,RNN,EEMD,val,0.912806422,35.86374521,0.16107516,0.21357118,0.045612644
shp-3,spei-9,RNN,None,test,0.618071884,118.3090687,0.430171,0.52415514,0.2747386
shp-3,spei-9,RNN,None,train,0.774403974,140.4082537,0.3165193,0.43747512,0.19138446
shp-3,spei-9,RNN,None,val,0.611105978,91.76947474,0.36269045,0.45104098,0.20343797
shp-3,spei-9,RNN,VMD,test,0.678646028,67.14501977,0.39074755,0.480796,0.23116481
shp-3,spei-9,RNN,VMD,train,0.90337839,87.28185296,0.20889004,0.28630224,0.08196898
shp-3,spei-9,RNN,VMD,val,0.836233482,60.80541611,0.22345403,0.2926934,0.08566943
shp-3,spei-9,TCN,EEMD,test,0.872330457,119.1422224,0.21253611,0.30304888,0.09183862
shp-3,spei-9,TCN,EEMD,train,0.890090607,99.07835126,0.21468993,0.305355,0.09324168
shp-3,spei-9,TCN,EEMD,val,0.83923991,46.50980234,0.2162074,0.28999433,0.08409671
shp-3,spei-9,TCN,None,test,0,349.0944624,0.78338957,0.92034775,0.84704
shp-3,spei-9,TCN,None,train,0.657719582,173.3321071,0.39787263,0.53886336,0.2903737
shp-3,spei-9,TCN,None,val,0.416058004,97.69158959,0.46776304,0.5526946,0.30547133
shp-3,spei-9,TCN,VMD,test,0.525465846,201.5969753,0.44703493,0.5842554,0.3413544
shp-3,spei-9,TCN,VMD,train,0.815463722,162.4516368,0.28974837,0.3956658,0.15655142
shp-3,spei-9,TCN,VMD,val,0.696291,76.65077448,0.32919383,0.3985926,0.15887605
shp-4,spei-1,LSTM,EEMD,test,0.481073201,372.3892927,0.68128043,0.7941231,0.6306315
shp-4,spei-1,LSTM,EEMD,train,0.647076517,133.7954879,0.42336106,0.52633584,0.27702942
shp-4,spei-1,LSTM,EEMD,val,0.568273664,128.8354397,0.47825727,0.55878186,0.31223714
shp-4,spei-1,LSTM,None,test,0,125.2048492,0.9594602,1.2017661,1.4442419
shp-4,spei-1,LSTM,None,train,0.011420727,113.5620475,0.7024338,0.8809037,0.7759913
shp-4,spei-1,LSTM,None,val,0,103.0331016,0.6958935,0.8510837,0.7243435
shp-4,spei-1,LSTM,VMD,test,0.392885268,154.7102928,0.73256606,0.85895455,0.7378029
shp-4,spei-1,LSTM,VMD,train,0.490975976,143.2557821,0.48995876,0.63210875,0.3995615
shp-4,spei-1,LSTM,VMD,val,0.444709361,102.6182055,0.4734161,0.6337211,0.40160248
shp-4,spei-1,RNN,EEMD,test,0.373561203,150.7101655,0.6616036,0.8725174,0.7612867
shp-4,spei-1,RNN,EEMD,train,0.654642373,143.0427432,0.4194715,0.52066356,0.27109057
shp-4,spei-1,RNN,EEMD,val,0.64519608,112.4835968,0.4164734,0.5065615,0.25660458
shp-4,spei-1,RNN,None,test,0,174.2543221,0.9812018,1.2565755,1.5789819
shp-4,spei-1,RNN,None,train,0.001782358,122.3998427,0.6724823,0.88518757,0.78355706
shp-4,spei-1,RNN,None,val,0,98.69745374,0.6843832,0.8708932,0.758455
shp-4,spei-1,RNN,VMD,test,0.379020989,241.1952972,0.7500418,0.8687069,0.7546516
shp-4,spei-1,RNN,VMD,train,0.53474164,139.4177556,0.4643713,0.6043239,0.36520737
shp-4,spei-1,RNN,VMD,val,0.537530452,95.01390457,0.43218365,0.57833517,0.33447155
shp-4,spei-1,TCN,EEMD,test,0.347684085,548.5061646,0.7323754,0.8903562,0.79273415
shp-4,spei-1,TCN,EEMD,train,0.570718884,120.9743738,0.46200648,0.58048844,0.3369668
shp-4,spei-1,TCN,EEMD,val,0.619024932,104.3326855,0.43221462,0.52491176,0.27553234
shp-4,spei-1,TCN,None,test,0,123.4088421,0.9504142,1.21609,1.4788748
shp-4,spei-1,TCN,None,train,0.003208876,109.4561338,0.6925328,0.8845548,0.7824372
shp-4,spei-1,TCN,None,val,0,98.77493978,0.6930609,0.86362886,0.74585485
shp-4,spei-1,TCN,VMD,test,0.30572927,124.9517798,0.7844747,0.91854244,0.8437202
shp-4,spei-1,TCN,VMD,train,0.408722103,131.8789721,0.5334878,0.6812688,0.4641272
shp-4,spei-1,TCN,VMD,val,0.436902702,102.2158265,0.50943017,0.6381602,0.4072485
shp-4,spei-12,LSTM,EEMD,test,0.937528878,31.57194555,0.24039705,0.28776914,0.08281108
shp-4,spei-12,LSTM,EEMD,train,0.983121075,34.7707957,0.078578316,0.10697681,0.011444037
shp-4,spei-12,LSTM,EEMD,val,0.978331238,203.0124664,0.08764634,0.11512413,0.013253566
shp-4,spei-12,LSTM,None,test,0.556684911,57.4078083,0.6467771,0.7665859,0.58765393
shp-4,spei-12,LSTM,None,train,0.843595713,96.32329345,0.23254435,0.32564285,0.106043264
shp-4,spei-12,LSTM,None,val,0.799785674,536.9089127,0.2596489,0.34994265,0.122459866
shp-4,spei-12,LSTM,VMD,test,0.873856008,29.11736369,0.32552084,0.40891954,0.16721518
shp-4,spei-12,LSTM,VMD,train,0.909745529,73.99402261,0.18222594,0.2473726,0.0611932
